﻿grade	subject	unit	question	answer	choice2	choice3	choice4	explanation	difficulty	tags
中学3年	数学	三平方の定理	座標平面上で、原点Oと点"3, 4"の間の距離を求めなさい。	5	7	25	√7	三平方の定理より、√(3^2 + 4^2) = √25 = 5 となります [27]。"	基本	図形
中学3年	数学	三平方の定理	座標平面上で、原点Oと点P"3, 4"の間の距離を求めなさい。	5	7	25	√7	三平方の定理より、√(3^2 + 4^2) = √25 = 5 となります。	標準	図形
中学3年	数学	三平方の定理	座標平面上の2点 A"1, 2" と B"4, 6" の間の距離を求めなさい。	5	7	√7	25	√( (4-1)^2 + (6-2)^2 ) = √(3^2 + 4^2) = √25 = 5 となります。	標準	図形
中学3年	数学	三平方の定理	斜辺が13cm、他の1辺が12cmの直角三角形の残りの1辺を求めなさい。	5cm	1cm	25cm	√313cm	三平方の定理 a^2+12^2=13^2 より、a^2=169-144=25 となります。	標準	図形
中学3年	数学	三平方の定理	縦3cm、横4cm、高さ12cmの直方体の「対角線の長さ」を求めなさい。	13cm	19cm	√169cm	5cm	公式 √(a^2+b^2+c^2) に当てはめると、√(9+16+144) = √169 = 13 となります。	標準	図形
中学3年	数学	三平方の定理	縦3cm、横4cm、高さ12cmの直方体の「対角線の長さ」を求めなさい。	13cm	19cm	√169cm	5cm	√(3^2 + 4^2 + 12^2) = √169 = 13 と計算します [19]。	標準	図形
中学3年	数学	三平方の定理	縦3cm、横4cm、高さ12cmの直方体の「対角線の長さ」を求めなさい。	13cm	19cm	√169cm	5cm	三平方の定理の空間応用 √(3^2 + 4^2 + 12^2) = √169 = 13 となります。	標準	図形
中学3年	数学	三平方の定理	縦3cm、横4cm、高さ12cmの直方体の「対角線の長さ」を求めなさい。[33, 34]	13cm	19cm	√169cm	5cm	「√(3^2 + 4^2 + 12^2) = √169 = 13 と計算します。」[33, 34]	標準	図形
中学3年	数学	三平方の定理	縦3cm、横4cm、高さ12cmの直方体の対角線の長さを求めなさい。	13cm	19cm	√169cm	5cm	対角線の長さ = √(3^2 + 4^2 + 12^2) = √169 = 13cm です。	標準	図形
中学3年	数学	三平方の定理	縦3cm、横4cm、高さ12cmの直方体の対角線の長さを求めなさい。	13cm	19cm	√169cm	5cm	三平方の定理を空間に拡張します。	標準	図形
中学3年	数学	三平方の定理	直角をはさむ2辺が 1cm と 1cm の直角三角形の斜辺を求めなさい。	√2 cm	2 cm	1 cm	1.4 cm	a^2 + b^2 = c^2 より 1^2 + 1^2 = 2。c = √2 となります。	基本	図形
中学3年	数学	三平方の定理	直角をはさむ2辺が 3cm と 4cm の直角三角形の斜辺を求めなさい。	5cm	7cm	25cm	√7cm	三平方の定理 3^2 + 4^2 = x^2 より、x^2 = 25。x=5cm です。[41, 42]	基本	図形
中学3年	数学	三平方の定理	直角をはさむ2辺が 5 cmと 12 cmである直角三角形の「斜辺」を求めなさい。	13 cm	17 cm	169 cm	7 cm	5^2 + 12^2 = 25 + 144 = 169。13の2乗が169なので13cmです。	基本	図形
中学3年	数学	三平方の定理	直角をはさむ2辺が12cmと5cmである直角三角形の斜辺の長さを求めなさい。	13cm	17cm	169cm	7cm	12^2 + 5^2 = 144 + 25 = 169。13の2乗が169なので13cmです [29]。	標準	図形
中学3年	数学	三平方の定理	直角をはさむ2辺の長さが3cmと4cmである直角三角形の斜辺を求めなさい。	5cm	7cm	25cm	1cm	三平方の定理 a^2+b^2=c^2 に代入すると 3^2+4^2=25 となり斜辺は5cmです。[26, 27]	基本	図形
中学3年	数学	三平方の定理	直角三角形の斜辺が 10cm、他の1辺が 6cm のとき、残りの1辺の長さを求めなさい。	8cm	4cm	16cm	√136cm	三平方の定理 x^2 + 6^2 = 10^2 より、x^2 = 100 - 36 = 64。よって x = 8 となります。	標準	図形
中学3年	数学	三平方の定理	特別な直角三角形で60度の角をもつ直角三角形の3辺の比はどうなりますか。	1:2:√3	1:1:√2	3:4:5	1:2:3	三角定規で知られています。	基本	図形
中学3年	数学	三平方の定理	直角三角形の直角をはさむ2辺を a, b、斜辺を c とするとき、成り立つ関係式を選びなさい。	a^2 + b^2 = c^2	a + b = c	a^2 + b^2 = c	ab = c^2	ピタゴラスの定理とも呼ばれ、直角三角形の3辺の長さの間に成り立つ関係です。	基本	図形
中学3年	数学	三平方の定理	30度、60度、90度の直角三角形の3辺の比（最短辺：中間辺：斜辺）として正しいものを選びなさい。	1 : √3 : 2	1 : 1 : √2	1 : 2 : 3	3 : 4 : 5	特別な直角三角形の辺の比であり、正三角形を半分にした形から導き出されます。	基本	図形
中学3年	数学	三平方の定理	縦 3 cm、横 4 cm、高さ 12 cmの直方体の「対角線の長さ」を求めなさい。	13 cm	19 cm	√169 cm	5 cm	空間図形の対角線は √(縦^2 + 横^2 + 高さ^2) で求められ、√(9 + 16 + 144) = √169 = 13 となります。	標準	図形
中学3年	数学	三平方の定理	縦 3 cm、横 4 cm、高さ 12 cm の直方体の対角線の長さを求めなさい。	13 cm	19 cm	5 cm	√169 cm	公式 √(a^2 + b^2 + c^2) を使い、√(9 + 16 + 144) = 13 となります。	標準	図形
中学3年	数学	三平方の定理	「1辺の長さが 6 cm の正三角形」の高さを求めなさい。	3√3 cm	3 cm	6√3 cm	√27 cm	特別な直角三角形の辺の比 1 : 2 : √3 を利用して計算します。	標準	図形
中学3年	数学	三平方の定理	「1辺が 6 cmの正三角形を底面とし，斜辺が 3√2 cmである正三角錐」において，点Aから側面上を通り辺を横切って点Aに戻る最短距離を求めなさい。	6 cm	3√3 cm	6√2 cm	9 cm	側面を展開図に表すと，最短経路は直角二等辺三角形の斜辺（または展開図上の直線）として求められます。	挑戦	立体
中学3年	数学	三平方の定理	「母線の長さが 8 cm，底面の半径が 2 cm の円錐」において，点 A から側面上を 1 周して点 A に戻るひもの長さが最短になるとき，その長さを求めなさい。	8√2 cm	8 cm	4π cm	16 cm	側面を展開図（おうぎ形）にすると，最短距離は展開図上での 2 点を結ぶ線分の長さとなります。	挑戦	立体
中学3年	数学	資料の活用	第1四分位数が10、第2四分位数が15、第3四分位数が25のとき、四分位範囲を求めなさい。	15	10	5	35	四分位範囲 = 第3四分位数 - 第1四分位数 = 25 - 10 = 15 です。	基本	統計
中学3年	数学	資料の活用	第1四分位数が15、第3四分位数が35のとき、四分位範囲を求めなさい。	20	50	25	10	四分位範囲 ＝ 第3四分位数 － 第1四分位数 ＝ 35 - 15 = 20 です。	基本	統計
中学3年	数学	資料の活用	データを値の大きさの順に並べたときの中央の値を何といいますか。	中央値（メジアン）	平均値	最頻値	四分位数	第2四分位数とも呼ばれるデータの中心指標です [16]。	基本	統計
中学3年	数学	資料の活用	第2四分位数は、別の言い方で何といいますか。	中央値（メジアン）	平均値	最頻値	最大値	第2四分位数はデータを値の大きさの順に並べた時の中央の値です。[17, 35]	基本	統計
中学3年	数学	資料の活用	第3四分位数から第1四分位数をひいた値を何といいますか。	四分位範囲	中央値	最頻値	平均値	四分位範囲はデータの散らばりの度合いを表す指標として用いられます。[17]	標準	統計
中学3年	数学	資料の活用	第3四分位数から第1四分位数をひいた値を何といいますか。	四分位範囲	範囲	中央値	平均値	データの散らばりを表す指標の一つで、箱ひげ図の箱の長さに当たります。[3, 18]	基本	統計
中学3年	数学	資料の活用	度数分布表において、各階級の真ん中の値を何といいますか。	階級値	相対度数	中央値	最頻値	平均値を求める際などに、その階級を代表する値として用いられます。[22, 23]	基本	統計
中学3年	数学	資料の活用	箱ひげ図において、箱の右側の線（第3四分位数）から左側の線（第1四分位数）までの長さは何を表しますか。	四分位範囲	範囲	中央値	最大値	箱の長さそのものがデータの中心50%が含まれる「四分位範囲」を表しています。	基本	統計
中学3年	数学	資料の活用	「35人のデータの中央値（第2四分位数）」は、小さい順に並べたとき何番目の値ですか。	18番目	17番目	17.5番目	19番目	(35+1) / 2 = 18。奇数個のデータの場合、ちょうど真ん中の順位の値になります。	基本	統計
中学3年	数学	資料の活用	「35人のデータの中央値」は、小さい順に並べたとき何番目の値ですか。	18番目	17番目	17.5番目	19番目	(35 + 1) / 2 = 18。奇数個のデータの場合、真ん中の順位が中央値です [20]。	基本	統計
中学3年	数学	資料の活用	「35人のデータの中央値」を箱ひげ図で表すとき、小さい方から何番目の値ですか。[47, 48]	18番目	17番目	17.5番目	19番目	「(35 + 1) / 2 = 18。奇数個のデータでは中央の順位が中央値です。」[47, 48]	基本	統計
中学3年	数学	資料の活用	「35人のデータの中央値」を箱ひげ図で表すとき、第2四分位数は小さい方から何番目の値ですか。	18番目	17番目	17.5番目	19番目	(35 + 1) ÷ 2 = 18。奇数個のデータの場合、中央の順位がそのまま中央値となります。	基本	統計
中学3年	数学	資料の活用	「ある湖にいる魚の総数を推定するため、100匹捕まえて印をつけて戻し、後日50匹捕まえたら印付きが5匹いた」魚の総数は？	1000匹	500匹	2000匹	150匹	印付きの割合 5/50 = 1/10。よって総数は 100 × 10 = 1000匹と推定できます。	標準	統計
